id,domain,concept,definition_query,application_query,expected_answer
2354,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2355,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2356,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
2357,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2358,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2359,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2360,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2361,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2362,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2363,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2364,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2365,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2366,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2367,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2368,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2369,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2370,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2371,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2372,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2373,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2374,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2375,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2376,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2377,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2378,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2379,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2380,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2381,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2382,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2383,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2384,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2385,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2386,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2387,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2388,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2389,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2390,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2391,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2392,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2393,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2394,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2395,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2396,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2397,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2398,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2399,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2400,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2401,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2402,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2403,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2404,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2405,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2406,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2407,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2408,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2409,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2410,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2411,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
2412,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2413,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2414,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2415,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2416,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2417,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2418,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2419,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2420,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2421,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2422,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2423,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2424,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
2425,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2426,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2427,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2428,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2429,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
2430,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
2431,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2432,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2433,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2434,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2435,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2436,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2437,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2438,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2439,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2440,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
2441,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2442,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2443,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2444,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2445,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
2446,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2447,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
2448,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2449,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2450,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2451,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2452,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2453,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2454,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2455,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2456,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2457,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2458,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2459,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2460,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2461,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2462,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2463,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2464,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2465,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2466,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2467,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2468,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2469,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2470,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2471,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2472,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2473,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2474,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2475,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2476,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2477,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2478,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2479,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2480,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2481,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2482,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2483,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2484,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2485,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2486,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2487,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2488,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2489,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2490,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2491,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2492,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2493,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2494,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2495,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2496,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2497,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2498,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2499,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2500,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2501,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2502,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2503,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2504,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2505,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2506,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2507,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2508,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2509,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2510,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2511,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2512,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2513,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2514,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2515,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2516,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2517,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2518,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
2519,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2520,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2521,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2522,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2523,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2524,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2525,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2526,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2527,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2528,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2529,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2530,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2531,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2532,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2533,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2534,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
2535,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2536,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2537,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2538,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2539,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2540,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2541,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2542,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2543,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2544,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2545,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
2546,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2547,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2548,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2549,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2550,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2551,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2552,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2553,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2554,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2555,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2556,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2557,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2558,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2559,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2560,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2561,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2562,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2563,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2564,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2565,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2566,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2567,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2568,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2569,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2570,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2571,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2572,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2573,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2574,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2575,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2576,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2577,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2578,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2579,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
2580,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2581,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2582,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2583,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2584,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2585,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2586,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2587,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2588,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2589,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2590,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
2591,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2592,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
2593,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2594,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2595,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
2596,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2597,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
2598,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2599,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2600,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2601,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2602,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2603,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2604,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2605,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2606,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2607,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
2608,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2609,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2610,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
2611,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2612,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2613,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2614,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2615,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2616,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2617,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2618,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2619,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
2620,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2621,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2622,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2623,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2624,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2625,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2626,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2627,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2628,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2629,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2630,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2631,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2632,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2633,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2634,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2635,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2636,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2637,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2638,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2639,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2640,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2641,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
2642,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2643,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2644,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2645,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2646,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
2647,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2648,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2649,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2650,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2651,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2652,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2653,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2654,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2655,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2656,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2657,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2658,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2659,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2660,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2661,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2662,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
2663,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2664,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2665,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2666,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2667,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2668,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2669,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2670,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2671,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2672,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2673,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2674,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2675,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2676,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2677,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2678,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2679,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2680,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2681,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2682,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2683,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2684,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2685,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2686,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2687,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2688,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2689,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
2690,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2691,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2692,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2693,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2694,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2695,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
2696,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2697,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2698,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
2699,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2700,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
